house_index,bedrooms,property_type,property_subtype,locality,postal_code,street,number,box,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
180,2,HOUSE,HOUSE,Gent,9000,Boerderijstraat,10,,1,,225000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,38,79,38,
179,3,HOUSE,HOUSE,Maldegem,9990,Kleitkalseide,31,c,0,,280000,0,0,0,0,0,TO_RENOVATE,0,0,0,643,216,643,
181,3,HOUSE,HOUSE,Antwerpen (2060),2060,Lange Ypermanstraat,6,,1,,329000,0,0,0,0,0,JUST_RENOVATED,0,0,0,47,140,47,
182,3,HOUSE,HOUSE,Gent,9000,Groendreef,156,,1,,407000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,96,225,96,
183,3,HOUSE,HOUSE,CORROY-LE-CHÂTEAU,5032,Rue Joseph Marvel,4,,0,4,460000,0,0,0,0,0,AS_NEW,0,0,0,1075,150,1075,
186,4,APARTMENT,APARTMENT,Uccle,1180,Avenue André Ryckmans,3,,1,2,675000,0,1,11,0,0,GOOD,0,0,0,,147,,
185,5,HOUSE,APARTMENT_BLOCK,LINKEBEEK,1630,Bankveld,2-4,,1,2,595000,0,1,2,0,0,TO_BE_DONE_UP,1,93,0,224,250,224,
189,3,APARTMENT,APARTMENT,Saint-Gilles,1060,Rue de Mérode,127,,1,,765000,0,1,27,0,0,GOOD,0,0,0,,254,,
188,4,HOUSE,HOUSE,Berchem,2600,Schomstraat,41,,0,2,742000,0,1,,0,0,JUST_RENOVATED,0,0,0,125,244,125,
190,3,APARTMENT,APARTMENT,Oostende,8400,Albert I-Promenade,65,06.01,0,,695000,0,0,0,0,0,GOOD,0,0,0,,100,,
187,6,HOUSE,VILLA,Sint-Kruis,8310,Foerierstraat,3,,0,,675000,0,1,,0,0,AS_NEW,0,0,0,600,243,600,
184,5,HOUSE,HOUSE,MELSBROEK,1820,Roekensstraat,27,,1,3,549000,0,1,35,0,0,JUST_RENOVATED,1,395,0,0,230,0,
191,3,HOUSE,HOUSE,PUURS,2870,Willem De Vochtstraat,3,,1,2,208000,0,1,20,0,0,TO_RENOVATE,0,0,0,180,166,180,
193,6,HOUSE,MIXED_USE_BUILDING,RIXENSART,1330,Rue de l'Eglise Saint-André,6,,1,3,450000,0,1,,1,1,TO_RESTORE,1,1269,0,1269,322,1269,
192,1,HOUSE,MIXED_USE_BUILDING,WAVRE,1300,Rue Constant Deraedt,25,,1,2,290000,0,0,0,0,0,GOOD,0,0,0,90,121,90,
194,6,HOUSE,MIXED_USE_BUILDING,ROSIÈRES,1331,Rue de l'Eglise Saint-André,6,,1,3,450000,0,1,,1,1,TO_RESTORE,1,1269,0,1269,322,1269,
195,3,APARTMENT,APARTMENT,Liege,4020,Rue aux Frenes,32,,1,2,170000,0,1,35,0,0,GOOD,0,0,0,,72,,
196,3,APARTMENT,DUPLEX,HUY,4500,Chaussée de Liège,29,,1,,225000,0,0,0,0,0,GOOD,0,0,0,,92,,
198,2,HOUSE,HOUSE,Aalst,9300,Steenweg naar Oudegem,170,,1,2,129000,0,1,,0,0,TO_RENOVATE,0,0,0,180,130,180,
197,4,HOUSE,HOUSE,Oostende,8400,Leeuwerikenstraat,178,,0,,429000,0,1,25,0,0,GOOD,1,80,0,153,175,153,
199,3,HOUSE,HOUSE,Zandvliet,2040,Putsebaan,73,,1,,295000,0,0,0,0,0,GOOD,0,0,0,160,201,160,
200,3,HOUSE,HOUSE,Huise,9750,Kloosterstraat,15,,1,4,450000,0,1,33,0,0,GOOD,1,140,0,524,209,524,
202,2,APARTMENT,APARTMENT,BORGERHOUT,2140,Luitenant Lippenslaan,47,4,1,2,209000,0,1,8,0,0,GOOD,0,0,0,,88,,
201,3,HOUSE,VILLA,Bredene,8450,Klemskerkestraat,45,,1,,460000,0,1,,0,0,GOOD,0,0,0,600,184,600,
204,1,APARTMENT,APARTMENT,Oostende,8400,Boekareststraat,5,02.02,1,,215000,1,1,6,0,0,GOOD,0,0,0,,50,,
203,2,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Rue Lola Bobesco,4,,1,2,495000,0,1,8,0,0,AS_NEW,0,0,0,,90,,
206,2,APARTMENT,TRIPLEX,Uccle,1180,Avenue Oscar Van Goidtsnoven,21,,1,2,345000,0,0,0,0,0,AS_NEW,0,0,0,,83,,
205,2,HOUSE,HOUSE,Zandvliet,2040,Ijzerenwegstraat,18,,1,,449000,0,1,,0,0,GOOD,1,918,0,918,176,918,
207,2,APARTMENT,APARTMENT,Ixelles,1050,Derbylaan,53,,1,2,495000,0,1,,0,0,GOOD,0,0,0,,126,,
208,3,HOUSE,HOUSE,Lebbeke,9280,Kakemanstraat,136,,0,3,434000,0,1,,0,0,AS_NEW,0,0,0,857,180,857,
209,3,HOUSE,HOUSE,Lebbeke,9280,Kakemanstraat,136,,0,3,434000,0,1,,0,0,AS_NEW,0,0,0,857,180,857,
210,1,HOUSE,HOUSE,MELLE,9090,Driesstraat,105,,1,,249000,0,1,15,0,0,GOOD,0,0,0,308,85,308,
212,3,HOUSE,HOUSE,NINOVE,9400,Lebekestraat,8,,1,,315000,0,0,0,0,0,GOOD,1,522,0,622,156,622,
211,4,HOUSE,HOUSE,NIEUWERKERKEN,9320,Edixvelde,23,,1,2,299000,0,1,,0,0,GOOD,0,0,0,228,186,228,
214,3,HOUSE,VILLA,WAREGEM,8792,Waalshoekstraat,12,,1,4,485000,0,1,,0,0,GOOD,0,0,0,1380,185,1380,
213,4,HOUSE,HOUSE,Auderghem,1160,Avenue Charles Schaller,4,,1,2,460000,0,1,,0,0,TO_BE_DONE_UP,1,100,0,165,140,165,
217,3,HOUSE,HOUSE,AALST,9300,Wateringen,25,,1,4,1195000,0,0,0,0,0,AS_NEW,0,0,0,1119,385,1119,
215,5,HOUSE,VILLA,Eupen,4700,Lommericher Gasse,4,,1,4,575000,0,1,40,0,0,TO_BE_DONE_UP,0,0,0,3063,392,3063,
216,4,HOUSE,HOUSE,KAPELLE-OP-DEN-BOS,1880,Hogerheistraat,138,,1,4,625000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,2548,250,2548,
219,2,APARTMENT,APARTMENT,BORGERHOUT,2140,Morckhovenlei,41,4,1,2,295000,0,1,6,0,0,AS_NEW,0,0,0,,95,,
218,4,HOUSE,HOUSE,Mechelen,2800,Caputsteenstraat,148,,1,2,320000,0,1,,0,0,JUST_RENOVATED,1,37,0,125,153,125,
221,2,APARTMENT,APARTMENT,Forest,1190,Avenue du Domaine,57,,1,2,330000,0,1,,0,0,AS_NEW,0,0,0,,100,,
222,3,APARTMENT,APARTMENT,WATERMAEL-BOITSFORT,1170,avenue Van Becelaere,26B,,1,3,500000,0,1,70,0,0,GOOD,0,0,0,,160,,
220,0,APARTMENT,APARTMENT,Knokke,8300,Zoutelaan,64,34,1,,229000,1,0,0,0,0,GOOD,0,0,0,,34,,
223,3,APARTMENT,APARTMENT,Ixelles,1050,Avenue Ernestine,20,,1,3,545000,0,1,17,0,0,GOOD,0,0,0,,160,,
225,1,APARTMENT,APARTMENT,Oostduinkerke,8670,Leopold II Laan,185,,0,,215000,0,0,0,0,0,TO_RENOVATE,0,0,0,,61,,
224,5,HOUSE,VILLA,Tielt,8700,Driesstraat,77,,1,4,539000,0,1,40,1,1,TO_BE_DONE_UP,1,1000,0,1706,300,1706,
226,3,APARTMENT,APARTMENT,MORTSEL,2640,Deurnestraat,176,,1,,285000,0,1,19,0,0,,0,0,0,,120,,
227,2,HOUSE,HOUSE,SERAING,4101,Rue Antonin Delville,90,,1,2,139000,0,1,17,0,0,TO_BE_DONE_UP,1,57,0,57,75,57,
229,4,HOUSE,HOUSE,HEULE,8501,Kortrijksestraat,344,,1,2,249000,0,0,0,0,0,TO_RENOVATE,1,195,0,337,167,337,
228,5,HOUSE,HOUSE,Anzegem,8570,Kasterstraat,15,,0,2,179000,0,0,0,0,0,TO_RENOVATE,0,0,0,224,190,224,
230,2,HOUSE,HOUSE,HARELBEKE,8530,Noordstraat,41,,1,2,265000,0,1,12,0,0,,0,0,0,85,138,85,
232,3,HOUSE,APARTMENT_BLOCK,GERAARDSBERGEN,9500,Buizemontstraat,93,,1,2,400000,0,0,0,0,0,GOOD,0,0,0,0,252,0,
231,3,HOUSE,HOUSE,GERAARDSBERGEN,9500,Buizemontstraat,93,,1,2,400000,0,0,0,0,0,GOOD,0,0,0,0,252,0,
233,8,HOUSE,HOUSE,BEERSEL,1653,Alsembergsesteenweg,534,,1,3,550000,0,0,0,0,0,TO_RENOVATE,1,480,0,944,850,944,
235,8,HOUSE,MIXED_USE_BUILDING,BEERSEL,1653,Alsembergsesteenweg,534,,1,3,550000,0,0,0,0,0,TO_RENOVATE,1,480,0,944,850,944,
234,8,HOUSE,APARTMENT_BLOCK,BEERSEL,1653,Alsembergsesteenweg,534,,1,3,550000,0,0,0,0,0,TO_RENOVATE,1,480,0,944,850,944,
236,4,HOUSE,HOUSE,Schilde,2970,Zwaneweg,10,,0,3,689000,0,1,,0,0,AS_NEW,1,315,0,389,162,389,
237,3,HOUSE,HOUSE,GERAARDSBERGEN,9500,Lembosstraat,17,,1,4,720000,0,0,0,0,0,GOOD,0,0,0,26990,286,26990,
238,2,APARTMENT,APARTMENT,DEURNE,2100,Dascottelei,89,2,1,2,209999,0,0,0,0,0,AS_NEW,0,0,0,,75,,
239,2,APARTMENT,APARTMENT,BERCHEM,2600,Fruithoflaan,84,,1,3,245000,0,0,0,0,0,GOOD,0,0,0,,110,,
241,1,APARTMENT,APARTMENT,Sint-Michiels,8200,Walakker,4,19,1,,135000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,37,,
240,5,HOUSE,VILLA,Rhode-Saint-Genèse,1640,Avenue Des Chataigniers,5,,1,4,1195000,0,1,96,0,0,AS_NEW,1,820,0,1063,395,1063,
242,2,APARTMENT,APARTMENT,Zottegem,9620,Heilig Hartplein,6,8,0,,169000,0,0,0,0,0,GOOD,0,0,0,,111,,
243,1,APARTMENT,APARTMENT,BRUSSEL,1000,KRUIDTUINLAAN,3,H7,1,3,239000,1,1,2,0,0,GOOD,0,0,0,,47,,
244,2,APARTMENT,APARTMENT,HOBOKEN,2660,Haspengouwstraat,25,1v,1,2,339000,0,1,16,0,0,AS_NEW,0,0,0,,136,,
247,1,APARTMENT,FLAT_STUDIO,NIEUWPOORT,8620,Lombardsijdestraat,8,,1,,235000,1,1,,0,0,GOOD,0,0,0,,36,,
246,2,APARTMENT,APARTMENT,Gent,9000,Jacques Eggermontstraat,83,,0,,399000,0,1,60,0,0,GOOD,0,0,0,,142,,
245,2,APARTMENT,APARTMENT,MORTSEL,2640,Statielei,16,1,1,,369000,0,1,6,0,0,JUST_RENOVATED,1,35,0,,122,,
248,1,APARTMENT,APARTMENT,GENT,9000,Voskenslaan,483,,1,2,242000,0,0,0,0,0,GOOD,0,0,0,,60,,
251,2,HOUSE,HOUSE,WAREGEM,8790,Hugo Verrieststraat,53,,1,3,299000,0,1,53,0,0,GOOD,0,0,0,225,130,225,
250,3,HOUSE,HOUSE,ASPELARE,9404,Cyriel Prieëlsstraat,128,A,1,,289000,0,1,,0,0,TO_RENOVATE,0,0,0,1329,180,1329,
253,2,APARTMENT,APARTMENT,Neder-Over-Heembeek,1120,Rue du Craetveld,137,,1,2,269000,0,1,18,0,0,GOOD,0,0,0,,90,,
249,3,APARTMENT,GROUND_FLOOR,WOMMELGEM,2160,Welkomstraat,98,GVL,1,3,369000,0,0,0,0,0,,1,163,0,,105,,
255,3,HOUSE,HOUSE,GANSHOREN,1083,Vandervekenstraat,100,,1,2,495000,0,0,0,0,0,GOOD,0,0,0,175,130,175,
252,3,HOUSE,HOUSE,Anzegem,8572,Kouterlindeweg,2,,1,4,299500,0,1,54,0,0,GOOD,1,500,0,825,250,825,
254,3,APARTMENT,APARTMENT,MECHELEN,2800,Hoogstraat,6,101,1,2,299000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,168,,
258,4,HOUSE,HOUSE,Zelzate,9060,Zonnebloemstraat,37,,1,4,569000,0,1,,0,0,AS_NEW,1,130,1,336,280,336,
256,3,HOUSE,HOUSE,Gent,9000,Scheldestraat,67,,0,,498000,0,1,,0,0,,1,55,0,134,204,134,
257,3,HOUSE,HOUSE,Sint-Amandsberg,9040,Scheldestraat,67,,0,,498000,0,1,,0,0,,1,55,0,134,204,134,
261,4,HOUSE,TOWN_HOUSE,LUSTIN,5170,Rue des Acremonts,10,,1,4,385000,0,0,0,0,0,GOOD,0,0,0,1900,160,1900,
260,3,HOUSE,HOUSE,Kruisem,9750,Omgangstraat,76,,0,3,248500,0,1,,0,0,TO_RENOVATE,0,0,0,546,140,546,
259,5,HOUSE,VILLA,Pulle,2243,Dennendreef,4,,1,4,1650000,0,1,30,1,1,AS_NEW,0,0,0,0,345,0,
262,3,HOUSE,HOUSE,WILRIJK,2610,Edenlaan,35,,1,2,440000,0,0,0,1,1,GOOD,1,86,0,179,168,179,
263,4,HOUSE,HOUSE,Roeselare,8800,Stationsstraat,10,,1,,445000,0,1,49,0,0,GOOD,1,75,0,229,334,229,
264,0,HOUSE,APARTMENT_BLOCK,BORGERHOUT,2140,Drink,22,,1,2,449900,0,0,0,0,0,GOOD,0,0,0,75,237,75,
266,5,HOUSE,HOUSE,ARLON,6700,Rue des Déportés,90,,1,2,580000,0,0,0,0,0,GOOD,1,32,0,424,347,424,
265,5,HOUSE,HOUSE,ARLON,6700,Rue des Déportés,86,,1,2,450000,0,1,10,0,0,TO_BE_DONE_UP,1,427,0,535,322,535,
267,4,HOUSE,HOUSE,UKKEL,1180,Vergeet-mij-nietjesstraat,6,,1,3,675000,0,1,7,0,0,TO_BE_DONE_UP,0,0,0,259,213,259,
269,5,HOUSE,MANSION,SINT-AGATHA-BERCHEM,1082,Avenue Gisseleire Versé,22,,1,3,730000,0,1,,0,0,GOOD,1,330,0,535,238,535,
268,4,HOUSE,HOUSE,AUBANGE,6790,Le Pas-de-Loup,26,,1,4,720000,0,0,0,1,1,GOOD,0,0,0,2086,231,2086,
271,4,HOUSE,HOUSE,Niel,2845,Antwerpsestraat,1,,0,2,305000,0,0,0,0,0,AS_NEW,0,0,0,65,147,65,
270,2,APARTMENT,APARTMENT,Bredene,8450,Golfstraat,30,0302,1,,255000,0,1,8,0,0,GOOD,0,0,0,,93,,
274,4,HOUSE,HOUSE,Brugge,8000,Koningin Elisabethlaan,30,,0,,435000,0,1,,0,0,TO_RENOVATE,0,0,0,98,280,98,
273,2,HOUSE,BUNGALOW,Merelbeke,9820,Rozenhof,5,,1,,399000,0,0,0,0,0,TO_RENOVATE,0,0,0,736,154,736,
272,3,HOUSE,HOUSE,Nevele,9850,Camille Van der Cruyssenstraat,28,,1,,329000,0,0,0,0,0,TO_RENOVATE,0,0,0,520,340,520,
276,4,HOUSE,VILLA,Nieuwpoort,8620,Zilvermeeuwstraat,2,,1,,1149000,0,0,0,0,0,GOOD,0,0,0,602,253,602,
275,5,HOUSE,VILLA,Kontich,2550,Jan Baptist Francisstraat,11,,1,4,570000,0,1,,0,0,GOOD,1,496,0,633,228,633,
277,2,HOUSE,HOUSE,Seraing,4100,Place Jean Volders,10,,1,3,120000,0,1,7,0,0,JUST_RENOVATED,1,110,0,260,57,260,
279,3,HOUSE,HOUSE,Bassenge,4690,Rue Royale,1,,1,4,299000,0,1,50,0,0,AS_NEW,1,280,0,451,148,451,
278,0,APARTMENT,FLAT_STUDIO,Westende,8434,Flandrialaan,2,0602,0,,155000,1,0,0,0,0,GOOD,0,0,0,,37,,
280,4,HOUSE,HOUSE,Forest,1190,Rue Eugène Verrhegen,28,,1,2,795000,0,0,0,0,0,GOOD,1,28,0,65,210,65,
281,3,HOUSE,HOUSE,ARLON,6700,Rue de Neufchâteau,16,,1,2,225000,0,1,16,0,0,GOOD,0,0,0,85,140,85,
284,4,HOUSE,HOUSE,ANS,4432,Rue François Ennot,44,,0,2,299000,0,1,40,0,0,JUST_RENOVATED,0,0,0,143,247,143,
282,2,HOUSE,HOUSE,Sleidinge,9940,Schorre,14,,1,3,180000,0,0,0,0,0,TO_RENOVATE,0,0,0,423,100,423,
285,3,HOUSE,HOUSE,Gent,9000,Druifstraat,6,,1,2,310000,0,1,14,0,0,TO_RENOVATE,0,0,0,100,121,100,
283,4,HOUSE,HOUSE,HEULE,8501,Kortrijksestraat,19,,1,3,230000,0,0,0,0,0,TO_RENOVATE,0,0,0,0,248,0,
286,3,HOUSE,HOUSE,Maldegem,9990,Krakkeveld,5,,1,3,348800,0,0,0,0,0,GOOD,1,200,0,445,144,445,
287,4,HOUSE,HOUSE,Zedelgem,8211,Ferdinand Maertensstraat,4,,1,4,419000,0,1,25,0,0,GOOD,1,200,0,468,190,468,
288,5,HOUSE,HOUSE,Mouscron,7700,Rue de Courtrai,68,,1,2,449000,0,1,35,0,0,AS_NEW,1,500,0,597,329,597,
289,10,HOUSE,EXCEPTIONAL_PROPERTY,Liège,4020,Rue Douffet,13,,1,2,950000,0,1,120,0,0,GOOD,1,150,0,180,617,180,
290,2,APARTMENT,APARTMENT,Kortrijk,8500,Vaartstraat,42,11,0,,170000,0,1,,0,0,GOOD,0,0,0,,70,,
291,3,HOUSE,COUNTRY_COTTAGE,RONSE,9600,Coolstraat,7,,1,4,239000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,410,160,410,
293,2,APARTMENT,APARTMENT,Kortrijk,8500,Bloemistenstraat,11,11,0,,290000,0,0,0,0,0,GOOD,0,0,0,,134,,
292,3,HOUSE,HOUSE,Kluisbergen,9690,Kapellestraat,69,,0,,265000,0,1,,0,0,JUST_RENOVATED,1,140,0,182,115,182,
294,2,APARTMENT,APARTMENT,Merelbeke,9820,Potaardeberg,22,,1,,299000,0,0,0,0,0,TO_RENOVATE,0,0,0,,155,,
296,4,HOUSE,HOUSE,Wetteren,9230,Kortenbosstraat,60,,1,4,447500,0,1,46,0,0,GOOD,1,124,0,2831,245,2831,
295,3,HOUSE,HOUSE,Herstal,4040,Rue Petite Foxhalle,118,,1,3,330000,0,1,23,0,0,GOOD,1,58,0,154,166,154,
298,2,APARTMENT,APARTMENT,Antwerpen,2018,Justitiestraat,4,26,0,3,338000,0,1,4,0,0,GOOD,0,0,0,,87,,
297,2,APARTMENT,GROUND_FLOOR,Liedekerke,1770,Zavelstraat,21,1,1,3,235000,0,1,20,0,0,JUST_RENOVATED,0,0,0,,84,,
299,3,APARTMENT,APARTMENT,Wilrijk,2610,Ringlaan,77,,1,2,375000,1,1,,0,0,GOOD,0,0,0,,121,,
301,4,HOUSE,HOUSE,Pittem,8740,Posterijlaan,33,,1,,430000,0,1,,0,0,GOOD,0,0,0,1208,277,1208,
300,3,HOUSE,MIXED_USE_BUILDING,Rollegem,8510,Lampestraat,51,,1,3,298000,0,0,0,0,0,GOOD,1,370,0,885,167,885,
303,5,HOUSE,EXCEPTIONAL_PROPERTY,Sint-Pieters-Woluwe,1150,Clos des Essarts,16,,1,4,1950000,0,1,30,0,0,TO_BE_DONE_UP,1,670,0,1161,381,1161,
304,2,APARTMENT,APARTMENT,DEURNE,2100,Herentalsebaan,471,001,1,2,289000,0,1,45,0,0,JUST_RENOVATED,1,45,0,,88,,
302,4,HOUSE,HOUSE,Gits,8830,Stationsstraat,10,,1,,445000,0,1,49,0,0,GOOD,1,75,0,229,334,229,
305,1,APARTMENT,APARTMENT,DENDERMONDE,9200,Leopoldlaan,86,26,1,2,169900,0,0,0,0,0,GOOD,0,0,0,,59,,
306,2,APARTMENT,APARTMENT,DEURNE,2100,Corneel Vermijlenlaan,18,7,1,2,179000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,,76,,
307,2,HOUSE,HOUSE,GERAARDSBERGEN,9500,Kleine Nieuwstraat,1,,1,2,149900,0,1,6,0,0,GOOD,0,0,0,52,85,52,
308,1,HOUSE,HOUSE,CHARLEROI,6000,Rue Pige au Croly,164,,1,4,165000,0,0,0,0,0,GOOD,0,0,0,125,70,125,
309,2,HOUSE,HOUSE,GERAARDSBERGEN,9500,Edingseweg,287,,1,2,175000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,144,84,144,
310,2,HOUSE,MIXED_USE_BUILDING,GERAARDSBERGEN,9500,Edingseweg,287,,1,2,175000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,144,84,144,
311,2,HOUSE,HOUSE,GERAARDSBERGEN,9500,Edingseweg,289,,1,2,185000,0,0,0,0,0,GOOD,0,0,0,161,85,161,
312,2,HOUSE,MIXED_USE_BUILDING,GERAARDSBERGEN,9500,Edingseweg,289,,1,2,185000,0,0,0,0,0,GOOD,0,0,0,161,85,161,
313,3,HOUSE,MIXED_USE_BUILDING,GERAARDSBERGEN,9500,Groteweg,432,,1,3,235000,0,1,15,1,1,GOOD,0,0,0,285,150,285,
314,3,HOUSE,HOUSE,GERAARDSBERGEN,9500,Groteweg,432,,1,3,235000,0,1,15,1,1,GOOD,0,0,0,285,150,285,
315,4,HOUSE,HOUSE,Attert,6717,Wuesgaarden,127,,1,3,379000,1,1,47,1,1,TO_BE_DONE_UP,0,0,1,829,137,829,
316,4,HOUSE,HOUSE,NINOVE,9400,Walenstraat,25,,1,4,435000,0,0,0,0,0,GOOD,0,0,0,836,152,836,
317,4,HOUSE,HOUSE,Gent,9000,Brugsepoortstraat,15,,1,,485000,0,1,,0,0,GOOD,0,0,0,54,161,54,
318,4,HOUSE,MIXED_USE_BUILDING,Gent,9000,Sleepstraat,59,,1,2,525000,0,1,,0,0,AS_NEW,0,0,0,79,198,79,
319,4,HOUSE,MIXED_USE_BUILDING,HERZELE,9550,Doornstraat,13,,1,,569000,0,0,0,0,0,GOOD,0,0,0,685,266,685,
320,4,HOUSE,HOUSE,HERZELE,9550,Doornstraat,13,,1,,569000,0,0,0,0,0,GOOD,0,0,0,685,266,685,
321,4,HOUSE,VILLA,Brasschaat,2930,Bredabaan,572,,1,4,1475000,0,1,,0,0,AS_NEW,0,0,0,2400,323,2400,
322,1,HOUSE,HOUSE,Seraing,4100,Rue de la Cité Bergerie,42,,1,2,79000,0,0,0,0,0,GOOD,1,55,0,181,70,181,
324,2,APARTMENT,APARTMENT,Boom,2850,Kruiskenslei,111,4,1,2,225000,1,1,7,0,0,AS_NEW,0,0,0,,112,,
325,2,APARTMENT,APARTMENT,Blankenberge,8370,Graaf Jansdijk,33,,1,,229000,1,1,1,0,0,,0,0,0,,86,,
326,2,APARTMENT,APARTMENT,Westende,8434,Meeuwenlaan,5,0701,0,,235000,1,1,,0,0,TO_BE_DONE_UP,0,0,0,,70,,
328,3,APARTMENT,TRIPLEX,Etterbeek,1040,Avenue Nouvelle,33,,1,2,375000,0,1,7,0,0,TO_RENOVATE,0,0,0,,150,,
327,4,HOUSE,HOUSE,Rotselaar,3110,Torenstraat,69,,1,,359000,0,1,22,0,0,TO_RENOVATE,1,170,0,643,162,643,
323,2,APARTMENT,APARTMENT,Oostende,8400,Nieuwpoortsesteenweg,356,01.02,0,,195000,0,0,0,0,0,,0,0,0,,80,,
330,5,HOUSE,VILLA,Aalter,9880,Kestelstraat,79,,0,4,595000,0,0,0,0,0,AS_NEW,0,0,0,1641,374,1641,
331,4,HOUSE,HOUSE,Lubbeek,3210,Houwaartstraat,42,,0,,598000,0,1,,0,0,GOOD,0,0,0,828,224,828,
333,4,HOUSE,EXCEPTIONAL_PROPERTY,Mortsel,2640,Christus Koninglaan,58,,1,4,749000,0,1,,0,0,GOOD,1,305,0,478,228,478,
332,5,HOUSE,HOUSE,Dendermonde Baasrode,9200,Mandekensstraat,2g,,0,4,629000,0,1,,0,0,AS_NEW,0,0,0,763,270,763,
329,2,APARTMENT,APARTMENT,ANTWERPEN,2140,Generaal Eisenhowerlei,51,001,1,2,269900,0,0,0,0,0,GOOD,1,33,0,,90,,
334,4,HOUSE,HOUSE,Keerbergen,3140,Nieuwstraat,157,,0,4,1530000,0,1,,0,0,AS_NEW,0,0,0,5185,528,5185,
335,4,HOUSE,HOUSE,Gedinne Malvoisin,5575,Rue Pirée,3,,1,4,220000,0,1,20,0,0,AS_NEW,1,400,0,560,158,560,
336,3,HOUSE,HOUSE,Opglabbeek,3660,Weg naar As,133,,0,,285000,0,0,0,0,0,,0,0,0,743,406,743,
337,0,APARTMENT,FLAT_STUDIO,Blankenberge,8370,Graaf Jansdijk,3,,0,,139000,0,0,0,0,0,AS_NEW,0,0,0,,37,,
338,3,APARTMENT,APARTMENT,UCCLE,1180,,,,1,3,515000,0,1,35,1,1,TO_RENOVATE,0,0,0,,135,,
340,3,APARTMENT,APARTMENT,HOBOKEN,2660,Weerstandlaan,61,2J,1,,175000,0,1,5,0,0,GOOD,0,0,0,,90,,
339,4,APARTMENT,APARTMENT,Gent,9000,Londenstraat,12,,1,2,999000,0,0,0,0,0,AS_NEW,1,52,0,,180,,
341,2,APARTMENT,APARTMENT,ANTWERPEN,2020,Kruishofstraat,142,9v,1,2,199000,0,1,2,0,0,AS_NEW,0,0,0,,104,,
342,3,APARTMENT,APARTMENT,NIVELLES,1400,Boulevard de la Fleur de Lys,3,13,1,2,219000,0,1,11,0,0,TO_BE_DONE_UP,0,0,0,,100,,
343,3,APARTMENT,APARTMENT,BERCHEM,2600,De Roest d'Alkemadelaan,2,,1,,240000,0,1,17,0,0,GOOD,0,0,0,,90,,
346,2,APARTMENT,APARTMENT,LIÈGE,4000,Boulevard Piercot,13,082,1,2,275000,0,1,3,0,0,JUST_RENOVATED,0,0,0,,98,,
345,2,APARTMENT,APARTMENT,LIÈGE,4000,RUE FOND DES TAWES,400,D,1,2,268000,0,1,18,0,0,GOOD,1,45,0,,90,,
344,1,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,1150,Avenue Charles Thielemans - Charles Thielemanslaan,39,,1,,249000,0,0,0,0,0,GOOD,1,7,0,,77,,
348,2,APARTMENT,APARTMENT,HOBOKEN,2660,Haspengouwstraat,29,1v,0,2,296000,0,1,9,0,0,AS_NEW,0,0,0,,100,,
349,2,APARTMENT,APARTMENT,Woluwe-Saint-Pierre,1150,Avenue Don Bosco - Don Boscolaan,19,5,1,2,398000,0,1,4,1,1,GOOD,0,0,0,,90,,
351,3,APARTMENT,APARTMENT,STEENOKKERZEEL,1820,Kortenbergsesteenweg,28,0101,1,2,429000,0,1,18,0,0,GOOD,0,0,0,,123,,
350,3,APARTMENT,APARTMENT,BERCHEM,2600,Fruithoflaan,101,091,1,,419000,0,1,20,1,1,GOOD,0,0,0,,145,,
352,2,APARTMENT,APARTMENT,Knokke,8300,Leopoldlaan,156,51,1,2,985000,1,1,50,0,0,JUST_RENOVATED,0,0,0,,70,,
354,3,HOUSE,HOUSE,Hannut Trognée,4280,Rue de la Sucrerie,20,,1,3,199000,0,1,97,0,0,GOOD,1,444,0,576,184,576,
353,3,APARTMENT,APARTMENT,Knokke,8300,Paul Parmentierlaan,220,21,1,2,1195000,1,1,4,0,0,JUST_RENOVATED,0,0,0,,105,,
347,2,APARTMENT,APARTMENT,ANTWERPEN,2018,Hemelstraat,33,V1,1,2,289000,0,0,0,0,0,GOOD,0,0,0,,80,,
355,4,HOUSE,HOUSE,Ranst,2520,Knodbaan,90,,1,4,525000,0,1,20,0,0,TO_BE_DONE_UP,1,120,0,856,297,856,
358,2,APARTMENT,PENTHOUSE,Oostende,8400,Northlaan,9,0702,0,,1195000,0,1,,0,0,AS_NEW,0,0,0,,156,,
357,3,HOUSE,HOUSE,SINT-MARTENS-LATEM,9830,Kroonstraat,10,,1,4,650000,0,1,,0,0,,0,0,0,655,173,655,
