house_index,url,bedrooms,property_type,property_subtype,locality,postal_code,street,number,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
124,https://www.immoweb.be/en/classified/apartment/for-sale/saint-nicolas/4420/20306743,1,APARTMENT,APARTMENT,SAINT-NICOLAS,4420,Rue de la Libération,41,1,3,99000,0,0,0,0,0,GOOD,0,0,0,,47,,
122,https://www.immoweb.be/en/classified/loft/for-sale/avelgem/8580/20316545,2,APARTMENT,LOFT,AVELGEM,8580,Doorniksesteenweg,151,1,2,650000,0,1,,0,0,GOOD,0,0,0,,225,,
125,https://www.immoweb.be/en/classified/house/for-sale/lichtervelde/8810/20308971,2,HOUSE,HOUSE,Lichtervelde,8810,Kortemarkstraat,19,1,,195000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,212,143,212,
128,https://www.immoweb.be/en/classified/house/for-sale/libramont-chevigny/6800/20308327,5,HOUSE,HOUSE,Libramont-Chevigny,6800,Rue de Saint-Hubert,54,1,4,410000,0,1,,0,0,GOOD,1,1286,0,1286,247,1286,
127,https://www.immoweb.be/en/classified/house/for-sale/zottegem/9620/20308049,4,HOUSE,HOUSE,Zottegem,9620,Grotenbergestraat,31,0,,339000,0,0,0,0,0,TO_RENOVATE,0,0,0,416,184,416,
113,https://www.immoweb.be/en/classified/house/for-sale/maaseik/3680/20321321,5,HOUSE,HOUSE,Maaseik,3680,Weertersteenweg,169,1,,329000,0,0,0,0,0,JUST_RENOVATED,0,0,0,1612,192,1612,
126,https://www.immoweb.be/en/classified/apartment/for-sale/vilvoorde/1800/20305738,2,APARTMENT,APARTMENT,Vilvoorde,1800,Italiëlaan,2,1,,295000,0,1,18,0,0,GOOD,0,0,0,,75,,
131,https://www.immoweb.be/en/classified/mansion/for-sale/hasselt/3500/20309441,4,HOUSE,MANSION,Hasselt,3500,De Schiervellaan,33,1,2,799000,0,1,,0,0,GOOD,0,0,0,165,352,165,
129,https://www.immoweb.be/en/classified/house/for-sale/knokke-heist/8300/20309770,4,HOUSE,HOUSE,Knokke-Heist,8300,Sluisstraat,92,0,4,575000,0,1,,0,0,GOOD,1,1255,0,1483,212,1483,
130,https://www.immoweb.be/en/classified/house/for-sale/holsbeek/3221/20305884,4,HOUSE,HOUSE,Holsbeek,3221,Kriesberg,62,0,4,690000,0,1,,1,1,GOOD,0,0,1,2581,289,2581,
132,https://www.immoweb.be/en/classified/apartment/for-sale/saint-josse-ten-noode/1210/20295953,2,APARTMENT,APARTMENT,Saint-Josse-ten-Noode,1210,Rue saint-alphonse,9,1,2,165000,0,0,0,0,0,TO_RENOVATE,0,0,0,,62,,
133,https://www.immoweb.be/en/classified/house/for-sale/nieuwkerke/8950/20319533,2,HOUSE,HOUSE,Nieuwkerke,8950,Dranouterstraat,29,1,2,179000,0,1,25,0,0,GOOD,1,254,0,392,85,392,
136,https://www.immoweb.be/en/classified/house/for-sale/musson/6750/20318902,3,HOUSE,HOUSE,MUSSON,6750,Rue Marcel Niessen,60,0,3,260000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,998,183,998,
135,https://www.immoweb.be/en/classified/house/for-sale/blegny/4670/20317904,5,HOUSE,HOUSE,Blégny,4670,Rue Julien Ghuysen,11,0,4,199000,0,0,0,0,0,TO_RENOVATE,1,269,0,568,246,568,
134,https://www.immoweb.be/en/classified/duplex/for-sale/forest/1190/20295106,1,APARTMENT,DUPLEX,Forest,1190,Rue Pieter,14,1,2,199000,0,0,0,0,0,TO_RENOVATE,0,0,0,,106,,
137,https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8550/20319526,3,HOUSE,HOUSE,Zwevegem,8550,Monseigneur Callewaertlaan,22,1,,299000,0,1,20,0,0,TO_RENOVATE,1,500,0,793,159,793,
138,https://www.immoweb.be/en/classified/house/for-sale/herzele/9550/20315765,3,HOUSE,HOUSE,Herzele,9550,Assestraat,22,0,,315000,0,0,0,0,0,GOOD,0,0,0,250,216,250,
139,https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen-2018/2018/20299081,3,APARTMENT,APARTMENT,ANTWERPEN 2018,2018,Mechelsesteenweg,201,1,2,575000,0,1,15,0,0,JUST_RENOVATED,0,0,0,,200,,
140,https://www.immoweb.be/en/classified/apartment-block/for-sale/anderlecht/1070/20310465,6,HOUSE,APARTMENT_BLOCK,Anderlecht,1070,Rue Georges Moreau,87,0,2,699000,0,0,0,0,0,GOOD,0,0,0,0,350,0,
141,https://www.immoweb.be/en/classified/villa/for-sale/bassenge-roclengesur-geer/4690/20319030,6,HOUSE,VILLA,Bassenge Roclengesur-Geer,4690,du Commerce,4,1,4,1200000,0,1,,0,0,AS_NEW,0,0,1,3284,698,3284,
142,https://www.immoweb.be/en/classified/house/for-sale/ekeren/2180/20301578,4,HOUSE,HOUSE,EKEREN,2180,Pastorijveld,69,1,2,329000,0,1,10,0,0,JUST_RENOVATED,1,42,0,102,120,102,
144,https://www.immoweb.be/en/classified/ground-floor/for-sale/wondelgem/9032/20305634,2,APARTMENT,GROUND_FLOOR,Wondelgem,9032,Geelgorsstraat,50,0,,219000,0,1,,0,0,GOOD,0,0,0,,85,,
143,https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/20297727,6,HOUSE,HOUSE,Uccle,1180,Chaussée de Drogenbos,46,1,3,950000,0,1,120,0,0,GOOD,1,240,0,661,294,661,
145,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20307965,2,APARTMENT,APARTMENT,Berchem,2600,Neptunusstraat,1,1,3,265000,0,1,,0,0,GOOD,0,0,0,,94,,
146,https://www.immoweb.be/en/classified/apartment/for-sale/ninove/9400/20308173,2,APARTMENT,APARTMENT,NINOVE,9400,Geraardsbergsestraat,28,1,2,309000,0,1,6,0,0,JUST_RENOVATED,0,0,0,,81,,
147,https://www.immoweb.be/en/classified/ground-floor/for-sale/oostende/8400/20322882,2,APARTMENT,GROUND_FLOOR,Oostende,8400,Gistelsesteenweg,2,1,2,175000,0,1,20,0,0,GOOD,1,80,0,,69,,
148,https://www.immoweb.be/en/classified/apartment/for-sale/wenduine/8420/20319621,2,APARTMENT,APARTMENT,Wenduine,8420,Kerkstraat,102,1,,185000,1,0,0,0,0,,0,0,0,,65,,
149,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1120/20322898,2,APARTMENT,APARTMENT,Bruxelles,1120,Place Peter Benoit,15L,0,3,249000,0,1,6,0,0,TO_BE_DONE_UP,0,0,0,,75,,
150,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20283722,4,HOUSE,HOUSE,Arlon,6700,Markewee,1,1,4,395000,0,1,20,0,0,TO_BE_DONE_UP,1,1200,0,1396,150,1396,
152,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20303490,2,APARTMENT,APARTMENT,Ixelles,1050,Avenue du Congo,16,1,2,695000,0,1,,0,0,AS_NEW,0,0,0,,150,,
151,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20289024,2,APARTMENT,APARTMENT,BERCHEM,2600,Flor Alpaertsstraat,6,1,,499000,0,1,106,1,1,GOOD,0,0,0,,161,,
153,https://www.immoweb.be/en/classified/house/for-sale/liege/4020/20319916,2,HOUSE,HOUSE,Liège,4020,Rue Basse-Wez,31,1,2,115000,0,1,30,0,0,GOOD,0,0,0,55,77,55,
155,https://www.immoweb.be/en/classified/house/for-sale/rumst/2840/20321300,2,HOUSE,HOUSE,Rumst,2840,Molenbergstraat,33,1,,249500,0,1,37,0,0,GOOD,0,0,0,0,115,0,
154,https://www.immoweb.be/en/classified/house/for-sale/courcelles/6180/20322868,3,HOUSE,HOUSE,Courcelles,6180,Rue Wartonlieu,23,0,3,159000,0,1,,0,0,TO_BE_DONE_UP,1,483,0,570,162,570,
156,https://www.immoweb.be/en/classified/house/for-sale/brugge/8000/20319038,2,HOUSE,HOUSE,Brugge,8000,Hoogstuk,28,1,,279000,0,1,,0,0,GOOD,0,0,0,0,64,0,
157,https://www.immoweb.be/en/classified/apartment/for-sale/bruxelles/1000/20319079,2,APARTMENT,APARTMENT,BRUXELLES,1000,Quai des Péniches,69,1,4,365000,0,1,7,0,0,AS_NEW,0,0,1,,106,,
158,https://www.immoweb.be/en/classified/house/for-sale/lievegem/9950/20321838,4,HOUSE,HOUSE,Lievegem,9950,Hendrik Consciencelaan,37,0,,398000,0,0,0,0,0,GOOD,0,0,0,480,206,480,
160,https://www.immoweb.be/en/classified/villa/for-sale/brakel/9660/20322391,2,HOUSE,VILLA,Brakel,9660,Groenstraat,37,0,,460000,0,0,0,0,0,AS_NEW,0,0,0,702,165,702,
159,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20320509,3,APARTMENT,APARTMENT,Ixelles,1050,Rue Emile Claus,47,1,2,415000,0,1,,0,0,GOOD,0,0,0,,110,,
162,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20318929,2,APARTMENT,APARTMENT,Ixelles,1050,Rue du Buisson,4,1,3,499000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,,150,,
161,https://www.immoweb.be/en/classified/house/for-sale/namur/5000/20321737,6,HOUSE,HOUSE,Namur,5000,Rue Chateau des Balances,10,1,2,465000,0,1,13,0,0,JUST_RENOVATED,1,280,0,394,270,394,
165,https://www.immoweb.be/en/classified/villa/for-sale/edingen/7850/20319610,4,HOUSE,VILLA,Edingen,7850,Wachthuisdreef,109,0,4,845000,0,0,0,0,0,GOOD,0,0,0,3352,293,3352,
166,https://www.immoweb.be/en/classified/house/for-sale/bertrix/6880/20301594,4,HOUSE,HOUSE,Bertrix,6880,Rue de Bernifa,19,1,3,49000,0,1,8,0,0,GOOD,1,52,0,167,145,167,
164,https://www.immoweb.be/en/classified/house/for-sale/leuven/3000/20322817,3,HOUSE,HOUSE,Leuven,3000,'s-Hertogenwijngaard,59,1,2,549000,0,0,0,0,0,GOOD,0,0,0,225,161,225,
163,https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20322504,5,HOUSE,HOUSE,Poperinge,8970,Komstraat,13,0,3,539000,0,1,92,0,0,AS_NEW,1,690,0,1177,422,1177,
168,https://www.immoweb.be/en/classified/house/for-sale/liedekerke/1770/20304844,3,HOUSE,HOUSE,LIEDEKERKE,1770,Muilenstraat,79,1,2,299000,0,0,0,0,0,GOOD,0,0,0,151,118,151,
167,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/grace-hollogne/4460/20304362,3,HOUSE,MIXED_USE_BUILDING,Grâce-Hollogne,4460,Rue Adrien Materne,72,1,2,229000,0,1,8,0,0,AS_NEW,1,95,0,221,149,221,
170,https://www.immoweb.be/en/classified/flat-studio/for-sale/westende/8434/20309679,0,APARTMENT,FLAT_STUDIO,Westende,8434,Koning Ridderdijk,44,0,,168000,1,1,,0,0,JUST_RENOVATED,0,0,0,,33,,
169,https://www.immoweb.be/en/classified/villa/for-sale/hoboken/2660/20305658,3,HOUSE,VILLA,HOBOKEN,2660,Jan van de Wervelaan,39,1,4,749000,0,0,0,0,0,AS_NEW,1,480,0,963,300,963,
172,https://www.immoweb.be/en/classified/house/for-sale/anseroeul/7750/20314868,2,HOUSE,HOUSE,Anseroeul,7750,Chemin du Crédit,17,1,3,249000,0,1,,0,0,,0,0,0,770,150,770,
173,https://www.immoweb.be/en/classified/house/for-sale/sint-jans-molenbeek/1080/20310937,3,HOUSE,HOUSE,SINT-JANS-MOLENBEEK,1080,Scheldestraat,55,1,2,349000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,65,150,65,
171,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20309345,2,APARTMENT,APARTMENT,Oostende,8400,Torhoutsesteenweg,2a,1,,245000,0,1,1,0,0,,0,0,0,,87,,
174,https://www.immoweb.be/en/classified/house/for-sale/stoumont/4987/20310733,4,HOUSE,HOUSE,Stoumont,4987,Roua,61,1,4,465000,0,1,60,1,1,AS_NEW,1,1662,0,1821,386,1821,
176,https://www.immoweb.be/en/classified/house/for-sale/grez-doiceau/1390/20295340,3,HOUSE,HOUSE,Grez-Doiceau,1390,Avenue Félix Lacourt,191,1,4,449000,0,1,,0,0,JUST_RENOVATED,0,0,0,800,157,800,
175,https://www.immoweb.be/en/classified/house/for-sale/arlon/6700/20312750,4,HOUSE,HOUSE,ARLON,6700,Laiperwee,8,1,3,1120000,0,0,0,0,0,GOOD,0,0,0,5070,375,5070,
177,https://www.immoweb.be/en/classified/apartment/for-sale/temse/9140/20300197,1,APARTMENT,APARTMENT,Temse,9140,Sint-Amelbergalaan,64,1,,239000,0,1,,0,0,JUST_RENOVATED,0,0,0,,85,,
178,https://www.immoweb.be/en/classified/house/for-sale/ronse/9600/20308653,2,HOUSE,HOUSE,Ronse,9600,Jacob van Arteveldestraat,12,0,,139000,0,0,0,0,0,GOOD,0,0,0,380,105,380,
179,https://www.immoweb.be/en/classified/house/for-sale/maldegem/9990/20306586,3,HOUSE,HOUSE,Maldegem,9990,Kleitkalseide,31,0,,280000,0,0,0,0,0,TO_RENOVATE,0,0,0,643,216,643,
181,https://www.immoweb.be/en/classified/house/for-sale/antwerpen-2060/2060/20297011,3,HOUSE,HOUSE,Antwerpen (2060),2060,Lange Ypermanstraat,6,1,,329000,0,0,0,0,0,JUST_RENOVATED,0,0,0,47,140,47,
180,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20296981,2,HOUSE,HOUSE,Gent,9000,Boerderijstraat,10,1,,225000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,38,79,38,
182,https://www.immoweb.be/en/classified/house/for-sale/gent/9000/20297144,3,HOUSE,HOUSE,Gent,9000,Groendreef,156,1,,407000,0,0,0,0,0,TO_BE_DONE_UP,0,0,0,96,225,96,
184,https://www.immoweb.be/en/classified/house/for-sale/melsbroek/1820/20299779,5,HOUSE,HOUSE,MELSBROEK,1820,Roekensstraat,27,1,3,549000,0,1,35,0,0,JUST_RENOVATED,1,395,0,0,230,0,
185,https://www.immoweb.be/en/classified/apartment-block/for-sale/linkebeek/1630/20266155,5,HOUSE,APARTMENT_BLOCK,LINKEBEEK,1630,Bankveld,2-4,1,2,595000,0,1,2,0,0,TO_BE_DONE_UP,1,93,0,224,250,224,
183,https://www.immoweb.be/en/classified/house/for-sale/corroy-le-chateau/5032/20297875,3,HOUSE,HOUSE,CORROY-LE-CHÂTEAU,5032,Rue Joseph Marvel,4,0,4,460000,0,0,0,0,0,AS_NEW,0,0,0,1075,150,1075,
186,https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/20184485,4,APARTMENT,APARTMENT,Uccle,1180,Avenue André Ryckmans,3,1,2,675000,0,1,11,0,0,GOOD,0,0,0,,147,,
187,https://www.immoweb.be/en/classified/villa/for-sale/sint-kruis/8310/20297045,6,HOUSE,VILLA,Sint-Kruis,8310,Foerierstraat,3,0,,675000,0,1,,0,0,AS_NEW,0,0,0,600,243,600,
188,https://www.immoweb.be/en/classified/house/for-sale/berchem/2600/20300112,4,HOUSE,HOUSE,Berchem,2600,Schomstraat,41,0,2,742000,0,1,,0,0,JUST_RENOVATED,0,0,0,125,244,125,
189,https://www.immoweb.be/en/classified/apartment/for-sale/saint-gilles/1060/20234144,3,APARTMENT,APARTMENT,Saint-Gilles,1060,Rue de Mérode,127,1,,765000,0,1,27,0,0,GOOD,0,0,0,,254,,
191,https://www.immoweb.be/en/classified/house/for-sale/puurs/2870/11389839,3,HOUSE,HOUSE,PUURS,2870,Willem De Vochtstraat,3,1,2,208000,0,1,20,0,0,TO_RENOVATE,0,0,0,180,166,180,
192,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/wavre/1300/20220403,1,HOUSE,MIXED_USE_BUILDING,WAVRE,1300,Rue Constant Deraedt,25,1,2,290000,0,0,0,0,0,GOOD,0,0,0,90,121,90,
190,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20279556,3,APARTMENT,APARTMENT,Oostende,8400,Albert I-Promenade,65,0,,695000,0,0,0,0,0,GOOD,0,0,0,,100,,
193,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rixensart/1330/11215514,6,HOUSE,MIXED_USE_BUILDING,RIXENSART,1330,Rue de l'Eglise Saint-André,6,1,3,450000,0,1,,1,1,TO_RESTORE,1,1269,0,1269,322,1269,
194,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/rosieres/1331/11215549,6,HOUSE,MIXED_USE_BUILDING,ROSIÈRES,1331,Rue de l'Eglise Saint-André,6,1,3,450000,0,1,,1,1,TO_RESTORE,1,1269,0,1269,322,1269,
195,https://www.immoweb.be/en/classified/apartment/for-sale/liege/4020/20297569,3,APARTMENT,APARTMENT,Liege,4020,Rue aux Frenes,32,1,2,170000,0,1,35,0,0,GOOD,0,0,0,,72,,
198,https://www.immoweb.be/en/classified/house/for-sale/aalst/9300/11418992,2,HOUSE,HOUSE,Aalst,9300,Steenweg naar Oudegem,170,1,2,129000,0,1,,0,0,TO_RENOVATE,0,0,0,180,130,180,
197,https://www.immoweb.be/en/classified/house/for-sale/oostende/8400/20282810,4,HOUSE,HOUSE,Oostende,8400,Leeuwerikenstraat,178,0,,429000,0,1,25,0,0,GOOD,1,80,0,153,175,153,
196,https://www.immoweb.be/en/classified/duplex/for-sale/huy/4500/20302496,3,APARTMENT,DUPLEX,HUY,4500,Chaussée de Liège,29,1,,225000,0,0,0,0,0,GOOD,0,0,0,,92,,
201,https://www.immoweb.be/en/classified/villa/for-sale/bredene/8450/20292050,3,HOUSE,VILLA,Bredene,8450,Klemskerkestraat,45,1,,460000,0,1,,0,0,GOOD,0,0,0,600,184,600,
199,https://www.immoweb.be/en/classified/house/for-sale/zandvliet/2040/20292001,3,HOUSE,HOUSE,Zandvliet,2040,Putsebaan,73,1,,295000,0,0,0,0,0,GOOD,0,0,0,160,201,160,
200,https://www.immoweb.be/en/classified/house/for-sale/huise/9750/20291318,3,HOUSE,HOUSE,Huise,9750,Kloosterstraat,15,1,4,450000,0,1,33,0,0,GOOD,1,140,0,524,209,524,
202,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20257881,2,APARTMENT,APARTMENT,BORGERHOUT,2140,Luitenant Lippenslaan,47,1,2,209000,0,1,8,0,0,GOOD,0,0,0,,88,,
205,https://www.immoweb.be/en/classified/house/for-sale/zandvliet/2040/20272697,2,HOUSE,HOUSE,Zandvliet,2040,Ijzerenwegstraat,18,1,,449000,0,1,,0,0,GOOD,1,918,0,918,176,918,
206,https://www.immoweb.be/en/classified/triplex/for-sale/uccle/1180/20291734,2,APARTMENT,TRIPLEX,Uccle,1180,Avenue Oscar Van Goidtsnoven,21,1,2,345000,0,0,0,0,0,AS_NEW,0,0,0,,83,,
204,https://www.immoweb.be/en/classified/apartment/for-sale/oostende/8400/20275032,1,APARTMENT,APARTMENT,Oostende,8400,Boekareststraat,5,1,,215000,1,1,6,0,0,GOOD,0,0,0,,50,,
203,https://www.immoweb.be/en/classified/apartment/for-sale/woluwe-saint-lambert/1200/20257426,2,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,1200,Rue Lola Bobesco,4,1,2,495000,0,1,8,0,0,AS_NEW,0,0,0,,90,,
207,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20291724,2,APARTMENT,APARTMENT,Ixelles,1050,Derbylaan,53,1,2,495000,0,1,,0,0,GOOD,0,0,0,,126,,
209,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/20322798,3,HOUSE,HOUSE,Lebbeke,9280,Kakemanstraat,136,0,3,434000,0,1,,0,0,AS_NEW,0,0,0,857,180,857,
208,https://www.immoweb.be/en/classified/house/for-sale/lebbeke/9280/20322799,3,HOUSE,HOUSE,Lebbeke,9280,Kakemanstraat,136,0,3,434000,0,1,,0,0,AS_NEW,0,0,0,857,180,857,
210,https://www.immoweb.be/en/classified/house/for-sale/melle/9090/20313488,1,HOUSE,HOUSE,MELLE,9090,Driesstraat,105,1,,249000,0,1,15,0,0,GOOD,0,0,0,308,85,308,
211,https://www.immoweb.be/en/classified/house/for-sale/nieuwerkerken/9320/20307293,4,HOUSE,HOUSE,NIEUWERKERKEN,9320,Edixvelde,23,1,2,299000,0,1,,0,0,GOOD,0,0,0,228,186,228,
212,https://www.immoweb.be/en/classified/house/for-sale/ninove/9400/20311659,3,HOUSE,HOUSE,NINOVE,9400,Lebekestraat,8,1,,315000,0,0,0,0,0,GOOD,1,522,0,622,156,622,
214,https://www.immoweb.be/en/classified/villa/for-sale/waregem/8792/20312549,3,HOUSE,VILLA,WAREGEM,8792,Waalshoekstraat,12,1,4,485000,0,1,,0,0,GOOD,0,0,0,1380,185,1380,
215,https://www.immoweb.be/en/classified/villa/for-sale/eupen/4700/20313868,5,HOUSE,VILLA,Eupen,4700,Lommericher Gasse,4,1,4,575000,0,1,40,0,0,TO_BE_DONE_UP,0,0,0,3063,392,3063,
213,https://www.immoweb.be/en/classified/house/for-sale/auderghem/1160/20312232,4,HOUSE,HOUSE,Auderghem,1160,Avenue Charles Schaller,4,1,2,460000,0,1,,0,0,TO_BE_DONE_UP,1,100,0,165,140,165,
217,,,,,,,,,,,,,,,,,,,,,,,,
216,https://www.immoweb.be/en/classified/house/for-sale/kapelle-op-den-bos/1880/20313915,4,HOUSE,HOUSE,KAPELLE-OP-DEN-BOS,1880,Hogerheistraat,138,1,4,625000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,2548,250,2548,
218,https://www.immoweb.be/en/classified/house/for-sale/mechelen/2800/20296298,4,HOUSE,HOUSE,Mechelen,2800,Caputsteenstraat,148,1,2,320000,0,1,,0,0,JUST_RENOVATED,1,37,0,125,153,125,
219,https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/20307875,2,APARTMENT,APARTMENT,BORGERHOUT,2140,Morckhovenlei,41,1,2,295000,0,1,6,0,0,AS_NEW,0,0,0,,95,,
220,https://www.immoweb.be/en/classified/apartment/for-sale/knokke/8300/20320359,0,APARTMENT,APARTMENT,Knokke,8300,Zoutelaan,64,1,,229000,1,0,0,0,0,GOOD,0,0,0,,34,,
223,https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20322288,3,APARTMENT,APARTMENT,Ixelles,1050,Avenue Ernestine,20,1,3,545000,0,1,17,0,0,GOOD,0,0,0,,160,,
221,https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/20320732,2,APARTMENT,APARTMENT,Forest,1190,Avenue du Domaine,57,1,2,330000,0,1,,0,0,AS_NEW,0,0,0,,100,,
224,https://www.immoweb.be/en/classified/villa/for-sale/tielt/8700/20309154,5,HOUSE,VILLA,Tielt,8700,Driesstraat,77,1,4,539000,0,1,40,1,1,TO_BE_DONE_UP,1,1000,0,1706,300,1706,
222,https://www.immoweb.be/en/classified/apartment/for-sale/watermael-boitsfort/1170/20322139,3,APARTMENT,APARTMENT,WATERMAEL-BOITSFORT,1170,avenue Van Becelaere,26B,1,3,500000,0,1,70,0,0,GOOD,0,0,0,,160,,
226,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20310942,3,APARTMENT,APARTMENT,MORTSEL,2640,Deurnestraat,176,1,,285000,0,1,19,0,0,,0,0,0,,120,,
227,https://www.immoweb.be/en/classified/house/for-sale/seraing/4101/20321129,2,HOUSE,HOUSE,SERAING,4101,Rue Antonin Delville,90,1,2,139000,0,1,17,0,0,TO_BE_DONE_UP,1,57,0,57,75,57,
225,https://www.immoweb.be/en/classified/apartment/for-sale/oostduinkerke/8670/20310046,1,APARTMENT,APARTMENT,Oostduinkerke,8670,Leopold II Laan,185,0,,215000,0,0,0,0,0,TO_RENOVATE,0,0,0,,61,,
230,https://www.immoweb.be/en/classified/house/for-sale/harelbeke/8530/20321557,2,HOUSE,HOUSE,HARELBEKE,8530,Noordstraat,41,1,2,265000,0,1,12,0,0,,0,0,0,85,138,85,
229,https://www.immoweb.be/en/classified/house/for-sale/heule/8501/20319529,4,HOUSE,HOUSE,HEULE,8501,Kortrijksestraat,344,1,2,249000,0,0,0,0,0,TO_RENOVATE,1,195,0,337,167,337,
228,https://www.immoweb.be/en/classified/house/for-sale/anzegem/8570/20316718,5,HOUSE,HOUSE,Anzegem,8570,Kasterstraat,15,0,2,179000,0,0,0,0,0,TO_RENOVATE,0,0,0,224,190,224,
232,https://www.immoweb.be/en/classified/apartment-block/for-sale/geraardsbergen/9500/20318207,3,HOUSE,APARTMENT_BLOCK,GERAARDSBERGEN,9500,Buizemontstraat,93,1,2,400000,0,0,0,0,0,GOOD,0,0,0,0,252,0,
231,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20318243,3,HOUSE,HOUSE,GERAARDSBERGEN,9500,Buizemontstraat,93,1,2,400000,0,0,0,0,0,GOOD,0,0,0,0,252,0,
233,https://www.immoweb.be/en/classified/house/for-sale/beersel/1653/20318253,8,HOUSE,HOUSE,BEERSEL,1653,Alsembergsesteenweg,534,1,3,550000,0,0,0,0,0,TO_RENOVATE,1,480,0,944,850,944,
235,https://www.immoweb.be/en/classified/mixed-use-building/for-sale/beersel/1653/20318236,8,HOUSE,MIXED_USE_BUILDING,BEERSEL,1653,Alsembergsesteenweg,534,1,3,550000,0,0,0,0,0,TO_RENOVATE,1,480,0,944,850,944,
234,https://www.immoweb.be/en/classified/apartment-block/for-sale/beersel/1653/20318242,8,HOUSE,APARTMENT_BLOCK,BEERSEL,1653,Alsembergsesteenweg,534,1,3,550000,0,0,0,0,0,TO_RENOVATE,1,480,0,944,850,944,
236,https://www.immoweb.be/en/classified/house/for-sale/schilde/2970/20316195,4,HOUSE,HOUSE,Schilde,2970,Zwaneweg,10,0,3,689000,0,1,,0,0,AS_NEW,1,315,0,389,162,389,
240,https://www.immoweb.be/en/classified/villa/for-sale/rhode-saint-genese/1640/20299007,5,HOUSE,VILLA,Rhode-Saint-Genèse,1640,Avenue Des Chataigniers,5,1,4,1195000,0,1,96,0,0,AS_NEW,1,820,0,1063,395,1063,
238,https://www.immoweb.be/en/classified/apartment/for-sale/deurne/2100/20304366,2,APARTMENT,APARTMENT,DEURNE,2100,Dascottelei,89,1,2,209999,0,0,0,0,0,AS_NEW,0,0,0,,75,,
237,https://www.immoweb.be/en/classified/house/for-sale/geraardsbergen/9500/20317864,3,HOUSE,HOUSE,GERAARDSBERGEN,9500,Lembosstraat,17,1,4,720000,0,0,0,0,0,GOOD,0,0,0,26990,286,26990,
243,https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1000/20305154,1,APARTMENT,APARTMENT,BRUSSEL,1000,KRUIDTUINLAAN,3,1,3,239000,1,1,2,0,0,GOOD,0,0,0,,47,,
241,https://www.immoweb.be/en/classified/apartment/for-sale/sint-michiels/8200/20302599,1,APARTMENT,APARTMENT,Sint-Michiels,8200,Walakker,4,1,,135000,0,1,,0,0,TO_BE_DONE_UP,0,0,0,,37,,
239,https://www.immoweb.be/en/classified/apartment/for-sale/berchem/2600/20305050,2,APARTMENT,APARTMENT,BERCHEM,2600,Fruithoflaan,84,1,3,245000,0,0,0,0,0,GOOD,0,0,0,,110,,
242,https://www.immoweb.be/en/classified/apartment/for-sale/zottegem/9620/20302664,2,APARTMENT,APARTMENT,Zottegem,9620,Heilig Hartplein,6,0,,169000,0,0,0,0,0,GOOD,0,0,0,,111,,
244,https://www.immoweb.be/en/classified/apartment/for-sale/hoboken/2660/20305666,2,APARTMENT,APARTMENT,HOBOKEN,2660,Haspengouwstraat,25,1,2,339000,0,1,16,0,0,AS_NEW,0,0,0,,136,,
245,https://www.immoweb.be/en/classified/apartment/for-sale/mortsel/2640/20305566,2,APARTMENT,APARTMENT,MORTSEL,2640,Statielei,16,1,,369000,0,1,6,0,0,JUST_RENOVATED,1,35,0,,122,,
