house_index,bedrooms,property_type,property_subtype,locality,kitchen,facades,price,furnished,terrace,terraceSurface,fireplace,fireplaceCount,buildingState,garden,gardenSurface,pool,landSurface,livingArea,surfaceOfThePlot,typeOfSale
4619,3,APARTMENT,APARTMENT,Sint-Denijs-Westrem,HYPER_EQUIPPED,,355000,False,True,13,False,,GOOD,,,,,101,,NewlyBuilt
4621,2,APARTMENT,APARTMENT,BORGERHOUT,INSTALLED,2,340000,,True,16,False,,,,,,,124,,NewlyBuilt
4620,1,APARTMENT,APARTMENT,Anderlecht,SEMI_EQUIPPED,,245000,False,,,False,,AS_NEW,,,False,,64,,
4622,1,APARTMENT,APARTMENT,Huy,INSTALLED,2,139500,False,True,9,False,,GOOD,,,,,55,,
4623,1,APARTMENT,APARTMENT,Oostende,,,189000,True,,,False,,,,,,,52,,
4624,2,HOUSE,HOUSE,Gistel,,2,189000,,,,False,,TO_RENOVATE,True,92,,184,136,184,
4625,3,HOUSE,HOUSE,Herzele,,4,219000,False,True,,False,,TO_RENOVATE,,,False,2260,131,2260,
4626,3,HOUSE,BUNGALOW,Torhout,,1,239000,,,,False,,TO_RENOVATE,True,630,,800,170,800,
4627,3,HOUSE,HOUSE,Liège Chênée,INSTALLED,2,249000,False,True,20,False,,AS_NEW,True,65,False,145,120,145,
4628,3,HOUSE,HOUSE,Berendrecht,INSTALLED,,275000,,,,False,,TO_RENOVATE,True,751,,751,152,751,
4630,4,HOUSE,HOUSE,Gent,,2,379000,,,,False,,AS_NEW,True,40,,116,144,116,
4629,4,HOUSE,HOUSE,Liège,INSTALLED,2,349000,False,,,False,,TO_BE_DONE_UP,,,False,0,206,0,
4632,3,HOUSE,HOUSE,Etalle Vance,,4,460000,,True,,False,,GOOD,,,,807,160,807,UnderOption
4633,3,HOUSE,HOUSE,Gent Gentbrugge,HYPER_EQUIPPED,2,539000,False,True,30,False,,JUST_RENOVATED,,,False,98,140,98,
4631,4,HOUSE,HOUSE,Saint-Pierre (Libramont-Chevigny),,4,385000,False,,,False,,,,,False,1382,214,1382,
4634,6,HOUSE,MIXED_USE_BUILDING,Saint-Gilles,INSTALLED,2,545000,False,,,False,,GOOD,True,20,False,250,300,250,
4635,4,HOUSE,HOUSE,Kortrijk,,,595000,,,,False,,AS_NEW,,,,236,211,236,
4636,4,HOUSE,HOUSE,Forest,HYPER_EQUIPPED,2,850000,False,True,24,False,,AS_NEW,,,False,95,227,95,UnderOption
4637,1,HOUSE,MIXED_USE_BUILDING,ANTWERPEN,INSTALLED,4,149000,,,,False,,GOOD,,,,2198,47,2198,
4638,3,HOUSE,HOUSE,Libramont-Chevigny,SEMI_EQUIPPED,2,188000,,True,,False,,TO_BE_DONE_UP,,,,294,90,294,UnderOption
4639,5,HOUSE,HOUSE,GERAARDSBERGEN,SEMI_EQUIPPED,,235000,,True,39,False,,TO_RENOVATE,True,50,,190,236,190,
4640,4,HOUSE,HOUSE,Bredene,,2,295000,,,,False,,AS_NEW,True,45,,152,184,152,UnderOption
4641,2,HOUSE,HOUSE,SCHOTEN,SEMI_EQUIPPED,2,349000,,True,5,False,,GOOD,True,70,,130,153,130,
4642,3,HOUSE,HOUSE,Galmaarden,HYPER_EQUIPPED,4,475000,False,True,,False,,AS_NEW,True,419,False,5197,282,5197,
4643,2,APARTMENT,APARTMENT,BORGERHOUT,INSTALLED,2,209000,,True,8,False,,GOOD,,,,,88,,
4644,2,HOUSE,HOUSE,Grâce-Hollogne,INSTALLED,3,169000,False,True,25,False,,TO_RENOVATE,True,178,False,290,110,290,UnderOption
4646,2,APARTMENT,APARTMENT,Oostduinkerke,INSTALLED,,295000,True,True,,False,,GOOD,,,,,66,,
4645,2,HOUSE,HOUSE,Flémalle,INSTALLED,2,185000,False,True,10,False,,GOOD,True,150,False,200,125,200,UnderOption
4648,2,APARTMENT,APARTMENT,Brugge,,,349000,,True,,False,,GOOD,True,30,,,104,,
4647,3,APARTMENT,DUPLEX,Sint-Niklaas,,3,299000,,,,False,,AS_NEW,True,11,,,146,,
4651,,,,,,,,,,,,,,,,,,,,
4649,2,APARTMENT,APARTMENT,Temse,INSTALLED,,395000,False,True,,False,,,,,,,90,,
4652,,,,,,,,,,,,,,,,,,,,
4650,,,,,,,,,,,,,,,,,,,,
4655,,,,,,,,,,,,,,,,,,,,
4656,,,,,,,,,,,,,,,,,,,,
4653,,,,,,,,,,,,,,,,,,,,
4654,,,,,,,,,,,,,,,,,,,,
4658,,,,,,,,,,,,,,,,,,,,
4657,,,,,,,,,,,,,,,,,,,,
4659,,,,,,,,,,,,,,,,,,,,
4660,,,,,,,,,,,,,,,,,,,,
4661,,,,,,,,,,,,,,,,,,,,
4662,,,,,,,,,,,,,,,,,,,,
4663,,,,,,,,,,,,,,,,,,,,
4664,,,,,,,,,,,,,,,,,,,,
4665,,,,,,,,,,,,,,,,,,,,
4666,,,,,,,,,,,,,,,,,,,,
4667,,,,,,,,,,,,,,,,,,,,
4668,,,,,,,,,,,,,,,,,,,,
4669,,,,,,,,,,,,,,,,,,,,
4671,,,,,,,,,,,,,,,,,,,,
4670,,,,,,,,,,,,,,,,,,,,
4673,,,,,,,,,,,,,,,,,,,,
4672,,,,,,,,,,,,,,,,,,,,
4676,,,,,,,,,,,,,,,,,,,,
4674,,,,,,,,,,,,,,,,,,,,
4675,,,,,,,,,,,,,,,,,,,,
4677,,,,,,,,,,,,,,,,,,,,
4678,,,,,,,,,,,,,,,,,,,,
4680,3,HOUSE,BUNGALOW,De Haan,INSTALLED,,269000,True,True,,False,,GOOD,,,,243,74,243,
4681,3,APARTMENT,APARTMENT,Staden,INSTALLED,,291375,,True,15,False,,GOOD,,,,,102,,
4682,3,APARTMENT,APARTMENT,Staden,INSTALLED,,291375,,True,15,False,,GOOD,,,,,102,,
4683,1,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,INSTALLED,2,299000,False,True,12,False,,AS_NEW,True,55,False,,82,,UnderOption
4679,,,,,,,,,,,,,,,,,,,,
4685,2,APARTMENT,APARTMENT,Evere,INSTALLED,3,315000,False,True,10,False,,TO_BE_DONE_UP,True,80,False,,75,,
4684,2,APARTMENT,APARTMENT,Bruxelles,INSTALLED,3,315000,False,True,10,False,,TO_BE_DONE_UP,True,80,False,,75,,
4686,2,APARTMENT,APARTMENT,Oudenaarde,HYPER_EQUIPPED,,319000,False,True,4,False,,AS_NEW,,,False,,93,,
4687,2,APARTMENT,GROUND_FLOOR,Schaerbeek,SEMI_EQUIPPED,2,329000,False,True,20,False,,TO_BE_DONE_UP,True,40,False,,173,,UnderOption
4689,3,APARTMENT,GROUND_FLOOR,Evere,INSTALLED,2,375000,False,True,34,False,,AS_NEW,,,False,,110,,
4688,4,APARTMENT,DUPLEX,Laeken,INSTALLED,3,369000,False,,,False,,GOOD,,,False,,135,,
4690,2,APARTMENT,APARTMENT,Woluwe-Saint-Lambert,HYPER_EQUIPPED,2,375000,False,,,False,,GOOD,,,False,,96,,
4691,3,APARTMENT,GROUND_FLOOR,Schaerbeek,HYPER_EQUIPPED,2,395000,False,True,23,False,,AS_NEW,,,False,,100,,
4692,3,APARTMENT,APARTMENT,BRUXELLES,HYPER_EQUIPPED,2,410000,,True,18,False,,AS_NEW,,,False,,139,,
4693,2,APARTMENT,APARTMENT,Brussels,HYPER_EQUIPPED,2,420000,True,True,20,False,,AS_NEW,,,False,,104,,
4694,2,APARTMENT,APARTMENT,Middelkerke,,,420000,True,True,6,False,,GOOD,,,,,80,,
4695,2,APARTMENT,APARTMENT,Brussel,,,450000,,True,2,False,,AS_NEW,,,,,142,,
4696,2,APARTMENT,APARTMENT,Braine-l'Alleud,HYPER_EQUIPPED,3,495000,False,True,26,False,,GOOD,,,False,,154,,UnderOption
4698,3,HOUSE,HOUSE,Tielrode,,,525000,,True,,False,,GOOD,,,,487,144,487,
4697,3,APARTMENT,DUPLEX,Elsene,HYPER_EQUIPPED,3,499000,False,,,False,,GOOD,,,False,,133,,
4699,3,APARTMENT,DUPLEX,Knokke-Heist,INSTALLED,2,845000,False,True,,False,,GOOD,,,False,,135,,
4700,3,HOUSE,HOUSE,Tielt,SEMI_EQUIPPED,4,219000,,,,True,1,TO_RENOVATE,True,300,,520,117,520,
4701,3,HOUSE,HOUSE,BONCELLES,INSTALLED,2,239000,,,,False,,TO_BE_DONE_UP,True,280,,637,184,637,
4703,3,HOUSE,HOUSE,Hoevenen,INSTALLED,,350000,False,,,False,,TO_BE_DONE_UP,True,301,,260,176,260,
4704,0,HOUSE,HOUSE,Uccle,,2,890000,False,,,False,,TO_BE_DONE_UP,,,False,220,280,220,
4702,4,HOUSE,HOUSE,RAMILLIES-OFFUS,INSTALLED,4,325000,,True,20,False,,GOOD,,,,1030,116,1030,UnderOption
4705,1,APARTMENT,APARTMENT,Schriek,HYPER_EQUIPPED,,200000,,,,False,,,,,,,72,,
4706,1,APARTMENT,APARTMENT,Schriek,HYPER_EQUIPPED,,210000,,,,False,,,,,,,75,,
4707,1,APARTMENT,APARTMENT,Heist-aan-Zee,INSTALLED,,388000,False,True,5,False,,GOOD,,,,,59,,
4708,3,HOUSE,HOUSE,NOORDERWIJK,INSTALLED,3,385000,,True,20,False,,,,,,0,183,0,NewlyBuilt
4709,4,HOUSE,HOUSE,Tremelo,,3,399000,,True,28,False,,AS_NEW,True,170,,394,210,394,NewlyBuilt
4710,4,HOUSE,HOUSE,Morialme,,2,215000,,True,30,False,,AS_NEW,,,,261,175,261,
4714,3,HOUSE,HOUSE,Ganshoren,SEMI_EQUIPPED,2,269000,,True,,False,,TO_RENOVATE,,,,67,136,67,
4711,4,HOUSE,APARTMENT_BLOCK,Seraing,,2,199000,False,True,18,False,,,,,False,258,152,258,
4713,3,HOUSE,HOUSE,Halle,,2,265000,,True,,False,,TO_BE_DONE_UP,,,,450,160,450,
4712,4,HOUSE,HOUSE,Seraing,,2,199000,False,True,18,False,,,,,False,258,152,258,
4717,6,HOUSE,HOUSE,Ieper,,4,399000,,True,20,False,,AS_NEW,True,53,,193,320,193,
4718,3,HOUSE,HOUSE,Sint-Katelijne-Waver,INSTALLED,3,475000,,True,,False,,GOOD,,,False,629,145,629,
4715,3,HOUSE,HOUSE,Geraardsbergen,HYPER_EQUIPPED,2,269000,False,True,20,False,,GOOD,True,170,,250,155,250,
4716,3,HOUSE,MIXED_USE_BUILDING,Haaltert,,,351341,False,True,,False,,GOOD,,,,143,130,143,
4719,5,HOUSE,HOUSE,Gistel,,4,550000,,,,False,,GOOD,,,,1806,216,1806,
4722,4,HOUSE,VILLA,Sint-Martens-Leerne,,4,945000,,True,,True,1,AS_NEW,,,,1194,217,1194,
4720,0,HOUSE,APARTMENT_BLOCK,Molenbeek-Saint-Jean,,,599000,False,,,False,,GOOD,,,False,0,350,0,
4721,4,HOUSE,VILLA,Sint-Martens-Latem,,4,899000,,True,,False,,TO_BE_DONE_UP,,,,1131,553,1131,
4724,3,HOUSE,VILLA,Sint-Martens-Latem,,4,1265000,,True,28,False,,AS_NEW,,,,962,245,962,
4726,5,HOUSE,VILLA,Deurle,,4,1950000,,True,,True,1,TO_RENOVATE,,,,2008,546,2008,
4723,7,HOUSE,VILLA,Sint-Denijs-Westrem,,4,1245000,,True,,True,1,GOOD,,,,3130,1038,3130,
4725,6,HOUSE,VILLA,Tervuren,HYPER_EQUIPPED,4,1670000,False,,,False,,,,,False,1870,410,1870,
4727,4,HOUSE,VILLA,Deurle,,4,3695000,,True,,True,1,GOOD,,,,2101,424,2101,
4728,5,HOUSE,COUNTRY_COTTAGE,Deurle,,4,3850000,,True,,True,1,AS_NEW,,,,13102,617,13102,
4729,2,APARTMENT,APARTMENT,Halle,SEMI_EQUIPPED,2,178000,,,,False,,TO_BE_DONE_UP,,,False,,81,,
4731,3,APARTMENT,GROUND_FLOOR,Halle,SEMI_EQUIPPED,2,215000,,True,,False,,TO_BE_DONE_UP,,,False,,130,,
4730,1,APARTMENT,APARTMENT,Kortrijk,,,214900,,,,False,,AS_NEW,,,,,70,,
4734,1,APARTMENT,APARTMENT,Kortrijk,,,229900,,,,False,,AS_NEW,,,,,70,,
4732,2,APARTMENT,PENTHOUSE,Rocourt,INSTALLED,2,219000,False,True,23,False,,GOOD,,,False,,79,,
4733,2,APARTMENT,APARTMENT,Brugge Sint-Michiels,INSTALLED,2,228000,False,True,,False,,AS_NEW,,,False,,101,,
4736,3,HOUSE,HOUSE,AALST,INSTALLED,2,250000,,True,,False,,GOOD,,,,0,120,0,
4737,2,APARTMENT,GROUND_FLOOR,Halle,SEMI_EQUIPPED,3,265000,False,True,,False,,GOOD,,,False,,83,,
4738,2,APARTMENT,GROUND_FLOOR,Halle,SEMI_EQUIPPED,3,265000,False,True,,False,,GOOD,,,False,,83,,
4735,4,HOUSE,HOUSE,Saint-Georges-sur-Meuse,,3,249000,False,,,False,,,True,458,False,682,157,682,
4739,2,APARTMENT,APARTMENT,Izegem,HYPER_EQUIPPED,,285000,False,,,False,,GOOD,,,,,89,,
4740,,,,,,,,,,,,,,,,,,,,
4742,,,,,,,,,,,,,,,,,,,,
4741,,,,,,,,,,,,,,,,,,,,
4747,,,,,,,,,,,,,,,,,,,,
4743,,,,,,,,,,,,,,,,,,,,
4745,,,,,,,,,,,,,,,,,,,,
4744,,,,,,,,,,,,,,,,,,,,
4746,,,,,,,,,,,,,,,,,,,,
4749,,,,,,,,,,,,,,,,,,,,
4750,,,,,,,,,,,,,,,,,,,,
4748,,,,,,,,,,,,,,,,,,,,
4751,,,,,,,,,,,,,,,,,,,,
4752,,,,,,,,,,,,,,,,,,,,
4754,,,,,,,,,,,,,,,,,,,,
4755,,,,,,,,,,,,,,,,,,,,
4756,,,,,,,,,,,,,,,,,,,,
4757,,,,,,,,,,,,,,,,,,,,
4758,,,,,,,,,,,,,,,,,,,,
4753,,,,,,,,,,,,,,,,,,,,
4759,,,,,,,,,,,,,,,,,,,,
4762,,,,,,,,,,,,,,,,,,,,
4764,,,,,,,,,,,,,,,,,,,,
4763,,,,,,,,,,,,,,,,,,,,
4761,,,,,,,,,,,,,,,,,,,,
4760,,,,,,,,,,,,,,,,,,,,
4766,,,,,,,,,,,,,,,,,,,,
4767,,,,,,,,,,,,,,,,,,,,
4769,,,,,,,,,,,,,,,,,,,,
4768,,,,,,,,,,,,,,,,,,,,
4770,3,HOUSE,HOUSE,Ronse,HYPER_EQUIPPED,4,499500,False,True,,False,,GOOD,True,1240,False,1240,272,1240,
4765,,,,,,,,,,,,,,,,,,,,
4771,1,APARTMENT,APARTMENT,Antwerpen Deurne,INSTALLED,2,174900,False,True,5,False,,AS_NEW,,,False,,50,,
4772,2,APARTMENT,APARTMENT,Gent,,,368500,False,,,False,,TO_RENOVATE,,,,,97,,
4773,3,APARTMENT,APARTMENT,Beveren-Waas,,,490000,False,True,,False,,AS_NEW,,,,,195,,
4774,3,APARTMENT,APARTMENT,Gent,,,495000,,True,,False,,GOOD,,,,,200,,
4777,2,APARTMENT,APARTMENT,Forest,SEMI_EQUIPPED,2,295000,,True,8,False,,GOOD,,,False,,72,,UnderOption
4776,2,APARTMENT,APARTMENT,Anderlecht,USA_INSTALLED,,279000,,True,16,False,,AS_NEW,,,False,,105,,UnderOption
4775,2,APARTMENT,APARTMENT,Koekelberg,SEMI_EQUIPPED,2,220000,,True,10,True,1,TO_BE_DONE_UP,,,False,,100,,UnderOption
4779,1,APARTMENT,APARTMENT,Etterbeek,USA_HYPER_EQUIPPED,2,330000,,True,3,False,,GOOD,,,False,,83,,
4778,4,HOUSE,MIXED_USE_BUILDING,RIXENSART,INSTALLED,3,299000,,True,3,True,1,TO_RESTORE,True,795,,795,230,795,
4780,2,APARTMENT,APARTMENT,Schaarbeek,INSTALLED,2,349000,,True,4,False,,GOOD,,,False,,90,,UnderOption
4781,2,APARTMENT,GROUND_FLOOR,WAVRE,USA_HYPER_EQUIPPED,2,365000,False,True,15,False,,JUST_RENOVATED,True,70,False,,140,,UnderOption
4782,4,HOUSE,APARTMENT_BLOCK,CORROY-LE-GRAND,SEMI_EQUIPPED,4,449000,False,True,10,False,,TO_BE_DONE_UP,True,160,False,836,198,836,
4784,2,APARTMENT,PENTHOUSE,Uccle,USA_HYPER_EQUIPPED,4,685000,,True,55,False,,JUST_RENOVATED,,,False,,127,,
4785,3,APARTMENT,APARTMENT,Woluwe-Saint-Pierre - Sint-Pieters-Woluwe,HYPER_EQUIPPED,2,795000,,True,15,False,,GOOD,,,False,,170,,UnderOption
4783,2,APARTMENT,APARTMENT,Brussel,INSTALLED,2,485000,,,,False,,AS_NEW,True,36,False,,109,,UnderOption
4786,3,APARTMENT,APARTMENT,Harelbeke,INSTALLED,2,195000,,True,4,False,,GOOD,,,,,100,,
4788,2,APARTMENT,APARTMENT,Oudenaarde,,2,195000,True,True,10,False,,GOOD,,,,,121,,
4789,2,APARTMENT,GROUND_FLOOR,Schaerbeek,INSTALLED,2,349000,False,,,False,,GOOD,True,31,False,,108,,
4790,4,HOUSE,HOUSE,WATERLOO,USA_HYPER_EQUIPPED,3,650000,,True,50,True,1,AS_NEW,True,1000,,1488,335,1488,
4787,3,APARTMENT,DUPLEX,Ixelles,USA_HYPER_EQUIPPED,2,799000,,True,20,False,,AS_NEW,True,45,False,,168,,
4791,2,APARTMENT,APARTMENT,Turnhout,,2,263000,,True,5,False,,JUST_RENOVATED,True,52,False,,84,,
4793,3,HOUSE,HOUSE,Belvaux,INSTALLED,4,429000,,True,15,False,,JUST_RENOVATED,True,1220,,1220,166,1220,
4792,2,APARTMENT,APARTMENT,Edegem,INSTALLED,2,295000,,True,5,False,,AS_NEW,,,False,,,,
4795,3,HOUSE,VILLA,Braine-l'Alleud,SEMI_EQUIPPED,4,890000,False,True,53,False,,GOOD,True,1500,False,1502,300,1502,
4794,7,HOUSE,HOUSE,Beerse,INSTALLED,2,499000,,True,80,False,,GOOD,True,470,False,620,620,620,
4796,10,HOUSE,APARTMENT_BLOCK,Forest,NOT_INSTALLED,2,1595000,False,True,45,False,,TO_RENOVATE,True,40,False,165,520,165,
4797,1,APARTMENT,APARTMENT,Vilvoorde,,,160000,,,,False,,TO_RENOVATE,,,,,55,,
4798,1,APARTMENT,APARTMENT,Gent,SEMI_EQUIPPED,2,229000,,,,False,,GOOD,,,,,44,,
4799,2,APARTMENT,APARTMENT,Deinze,HYPER_EQUIPPED,2,229000,False,,,False,,AS_NEW,,,False,,80,,UnderOption
4800,1,APARTMENT,APARTMENT,Ronse,INSTALLED,,175000,False,True,11,False,,GOOD,True,2000,,,83,,NewlyBuilt
4804,1,APARTMENT,APARTMENT,Ronse,INSTALLED,,232000,False,True,10,False,,GOOD,True,2000,,,84,,NewlyBuilt
4801,1,APARTMENT,APARTMENT,Ronse,INSTALLED,,175000,False,True,10,False,,GOOD,True,2000,,,83,,NewlyBuilt
4803,1,APARTMENT,APARTMENT,Ronse,INSTALLED,,215000,False,True,10,False,,GOOD,True,2000,,,82,,NewlyBuilt
4802,1,APARTMENT,APARTMENT,Ronse,INSTALLED,,180000,False,True,10,False,,GOOD,True,2000,,,84,,NewlyBuilt
4805,2,APARTMENT,APARTMENT,MUSSON,SEMI_EQUIPPED,2,238000,,True,18,False,,GOOD,,,,,100,,
4806,1,APARTMENT,APARTMENT,Ronse,INSTALLED,,254000,False,True,52,False,,GOOD,True,2000,,,83,,NewlyBuilt
4807,2,APARTMENT,APARTMENT,Kruisem,INSTALLED,,315000,,True,20,False,,GOOD,True,41,,,87,,NewlyBuilt
4808,3,APARTMENT,APARTMENT,Gent,,,795000,,True,35,False,,,,,,,148,,
4809,3,APARTMENT,PENTHOUSE,Gent,,,795000,,True,35,False,,,,,,,148,,
4811,1,HOUSE,HOUSE,FLÉMALLE,SEMI_EQUIPPED,3,120000,,True,,False,,JUST_RENOVATED,True,82,,198,45,198,UnderOption
4812,2,HOUSE,HOUSE,GRÂCE-BERLEUR,SEMI_EQUIPPED,2,130000,,True,20,False,,TO_RENOVATE,True,105,,190,76,190,
4810,2,HOUSE,HOUSE,Oupeye,NOT_INSTALLED,2,99000,False,True,20,False,,TO_RENOVATE,,,False,102,92,102,UnderOption
4814,2,HOUSE,HOUSE,Seraing,NOT_INSTALLED,3,149900,False,,,False,,TO_RENOVATE,True,45,False,110,75,110,UnderOption
4813,3,HOUSE,HOUSE,Visé,INSTALLED,2,149000,False,True,19,False,,AS_NEW,,,False,50,97,50,UnderOption
4815,3,HOUSE,HOUSE,Ans,SEMI_EQUIPPED,3,149900,True,True,12,False,,GOOD,True,70,,140,82,140,UnderOption
4818,3,HOUSE,HOUSE,Liège,INSTALLED,2,169000,False,True,8,False,,GOOD,,,False,60,92,60,UnderOption
4816,3,HOUSE,HOUSE,Oudenaarde,,3,155000,False,True,,False,,TO_RENOVATE,,,,272,125,272,
4817,1,HOUSE,HOUSE,Seraing,INSTALLED,2,159000,False,True,10,False,,JUST_RENOVATED,True,115,False,220,85,220,UnderOption
4820,2,HOUSE,HOUSE,Grâce-Hollogne,INSTALLED,2,175000,False,True,40,False,,JUST_RENOVATED,True,80,False,190,70,190,UnderOption
4819,4,HOUSE,HOUSE,Seraing,INSTALLED,2,175000,False,True,40,False,,GOOD,True,160,False,330,135,330,UnderOption
4821,1,HOUSE,MIXED_USE_BUILDING,Oudenaarde,,2,175000,False,True,3,False,,GOOD,,,,77,67,77,
4822,2,HOUSE,HOUSE,Lede,HYPER_EQUIPPED,2,179000,False,True,13,False,,TO_BE_DONE_UP,True,52,False,139,91,139,
4823,6,HOUSE,HOUSE,Gavere,,3,179000,False,True,,False,,TO_RENOVATE,,,,359,210,359,UnderOption
4824,3,HOUSE,MIXED_USE_BUILDING,Liège,INSTALLED,2,180000,False,,,False,,TO_BE_DONE_UP,True,66,False,250,160,250,
4825,3,HOUSE,HOUSE,Genappe,SEMI_EQUIPPED,2,185000,False,,,False,,TO_BE_DONE_UP,,,False,96,200,96,
4826,2,HOUSE,HOUSE,Seraing,INSTALLED,2,195000,False,True,67,False,,GOOD,True,50,False,276,107,276,UnderOption
4827,3,HOUSE,HOUSE,Liège,SEMI_EQUIPPED,2,198000,False,True,30,False,,TO_RENOVATE,True,30,False,145,202,145,UnderOption
4829,4,HOUSE,HOUSE,Seraing,INSTALLED,2,199000,False,True,80,False,,JUST_RENOVATED,True,160,False,285,160,285,UnderOption
4828,5,HOUSE,HOUSE,Liege,INSTALLED,2,199000,False,,,False,,TO_BE_DONE_UP,,,False,231,173,231,
4831,6,HOUSE,MIXED_USE_BUILDING,LIERDE,HYPER_EQUIPPED,,413223,,True,,False,,,,,,435,210,435,NewlyBuilt
4830,6,HOUSE,MIXED_USE_BUILDING,LIERDE,HYPER_EQUIPPED,,413223,,True,,False,,,,,,433,210,433,NewlyBuilt
4832,6,HOUSE,HOUSE,LIERDE,HYPER_EQUIPPED,,413223,,True,,False,,,,,,435,210,435,NewlyBuilt
4833,6,HOUSE,HOUSE,LIERDE,HYPER_EQUIPPED,,413223,,True,,False,,,,,,433,210,433,NewlyBuilt
4834,,,,,,,,,,,,,,,,,,,,
4835,3,APARTMENT,APARTMENT,DRONGEN,INSTALLED,2,402947,,True,35,False,,,,,,,120,,NewlyBuilt
4836,1,APARTMENT,APARTMENT,Antwerpen,INSTALLED,2,169000,False,,,False,,GOOD,,,False,,40,,
4837,2,APARTMENT,APARTMENT,Blankenberge,HYPER_EQUIPPED,2,215000,False,True,6,False,,GOOD,,,False,,77,,
4839,2,HOUSE,HOUSE,SOMME-LEUZE,INSTALLED,3,289000,,True,150,False,,JUST_RENOVATED,,,,403,102,403,
4840,2,APARTMENT,APARTMENT,Oostende,INSTALLED,,295000,False,True,6,False,,AS_NEW,,,,,78,,
4838,4,HOUSE,HOUSE,Brakel,INSTALLED,2,225000,,True,,False,,GOOD,,,False,125,134,125,
4841,3,APARTMENT,GROUND_FLOOR,Anderlecht,SEMI_EQUIPPED,2,310000,False,True,27,False,,GOOD,True,35,False,,120,,UnderOption
4842,3,HOUSE,HOUSE,Gent,INSTALLED,2,399000,,True,,False,,GOOD,,,,52,124,52,
4845,0,HOUSE,MANSION,Gent,,,1985000,,,,False,,GOOD,,,,350,350,350,
4844,3,APARTMENT,APARTMENT,Leuven,INSTALLED,,415000,,True,2,False,,GOOD,,,,,114,,
4843,3,HOUSE,HOUSE,Sint-Amandsberg,INSTALLED,2,399000,,True,,False,,GOOD,,,,52,124,52,
4846,4,HOUSE,HOUSE,Jemeppe-sur-Meuse,NOT_INSTALLED,2,129000,False,True,20,False,,GOOD,True,41,False,135,123,135,UnderOption
4848,3,HOUSE,HOUSE,Liège,NOT_INSTALLED,3,159000,,True,,False,,TO_RENOVATE,True,135,False,255,88,255,
4847,4,HOUSE,HOUSE,Rochefort,NOT_INSTALLED,3,149000,False,True,16,False,,TO_BE_DONE_UP,,,False,301,305,301,
4849,4,HOUSE,HOUSE,Seraing,INSTALLED,2,179900,False,,,False,,JUST_RENOVATED,True,50,False,130,140,130,
4850,3,HOUSE,HOUSE,Herstal,INSTALLED,3,190000,False,True,30,False,,JUST_RENOVATED,True,118,False,331,117,331,
4851,3,HOUSE,HOUSE,Zaventem,NOT_INSTALLED,2,245000,False,True,50,False,,TO_RENOVATE,True,650,False,713,140,713,UnderOption
4852,4,HOUSE,HOUSE,Sint-Lievens-Houtem,SEMI_EQUIPPED,4,249000,False,True,,False,,TO_RENOVATE,True,700,False,862,183,862,
4853,3,HOUSE,HOUSE,Affligem,INSTALLED,2,275000,False,True,15,False,,TO_BE_DONE_UP,True,70,,220,120,220,
4856,2,APARTMENT,APARTMENT,Zandvliet,INSTALLED,,299999,False,,,False,,GOOD,,,,,85,,
4854,2,HOUSE,BUNGALOW,Galmaarden,INSTALLED,4,289000,False,True,30,False,,TO_BE_DONE_UP,True,750,,1000,125,1000,
4855,5,HOUSE,VILLA,Rebecq,SEMI_EQUIPPED,4,290000,False,True,40,False,,TO_RENOVATE,True,240,False,545,123,545,UnderOption
4857,3,HOUSE,HOUSE,Hoegaarden,HYPER_EQUIPPED,3,325000,False,True,30,False,,GOOD,True,280,False,480,150,480,
4858,3,HOUSE,HOUSE,Ledeberg,,,339000,True,True,14,False,,JUST_RENOVATED,,,,60,90,60,UnderOption
4859,3,HOUSE,HOUSE,Heron,HYPER_EQUIPPED,4,342500,False,True,85,False,,TO_RENOVATE,True,688,False,910,158,910,
4860,3,HOUSE,HOUSE,WILLEBROEK,HYPER_EQUIPPED,2,399000,,,,False,,GOOD,,,,280,160,280,UnderOption
4861,2,HOUSE,HOUSE,Herent,INSTALLED,,409000,False,True,15,False,,TO_BE_DONE_UP,True,380,,757,160,757,
4862,5,HOUSE,HOUSE,BRAINE-L'ALLEUD,INSTALLED,2,415000,,True,30,False,,JUST_RENOVATED,True,143,,143,201,143,UnderOption
4864,3,HOUSE,HOUSE,Oudenaarde,,3,435000,False,True,7,False,,GOOD,,,,725,162,725,
4863,4,HOUSE,EXCEPTIONAL_PROPERTY,OUDENAARDE,SEMI_EQUIPPED,3,435000,,,,False,,TO_RENOVATE,True,700,,980,333,980,
4865,3,HOUSE,APARTMENT_BLOCK,Drogenbos,INSTALLED,3,449000,False,True,9,False,,GOOD,True,115,False,202,159,202,UnderOption
4866,4,HOUSE,HOUSE,MERKSEM,USA_HYPER_EQUIPPED,2,449900,,,,False,,GOOD,True,67,,161,205,161,
4867,4,HOUSE,APARTMENT_BLOCK,MERKSEM,USA_HYPER_EQUIPPED,2,449900,,,,False,,GOOD,True,67,,161,205,161,
4868,3,HOUSE,MIXED_USE_BUILDING,Bruxelles,USA_INSTALLED,2,450000,,,,False,,AS_NEW,,,False,43,134,43,
4869,4,HOUSE,EXCEPTIONAL_PROPERTY,Clavier,INSTALLED,3,450000,,True,,False,,TO_BE_DONE_UP,True,1000,False,1688,428,1688,UnderOption
